transaction_id,order_id,merchant_id,merchant_category,customer_id,customer_tier,customer_ltv_inr,preferred_channel,amount_inr,currency,payment_method,bank_code,card_network,is_recurring,mandate_id,timestamp,hour_of_day,day_of_week,day_of_month,is_failed,gateway_error_code,gateway_error_description,failure_category,retry_attempt_count,ground_truth_optimal_action,ground_truth_optimal_delay_hours,ground_truth_recovery_prob,recovered_optimal,recovered_naive_immediate
txn_102210,order_202210,merch_stream_now,OTT_Media,cust_51728,NEW,1813.4,WHATSAPP,1166.75,INR,EMANDATE_CARD,SBI,MASTERCARD,True,man_631777,2026-01-04 00:33:02,0,6,4,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,1,0
txn_104083,order_204083,merch_enterprise_erp,B2B_Invoicing,cust_51961,REGULAR,32654.35,WHATSAPP,117059.71,INR,NETBANKING,PNB,NONE,False,,2026-01-04 00:33:58,0,6,4,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,1,SMART_RETRY_DELAYED,2,0.83,1,0
txn_107879,order_207879,merch_stream_now,OTT_Media,cust_53088,REGULAR,19723.62,WHATSAPP,347.8,INR,CARD,HDFC,MASTERCARD,True,man_951927,2026-01-04 00:39:36,0,6,4,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,0
txn_108456,order_208456,merch_saas_metrics,SaaS_B2B,cust_51188,REGULAR,27900.23,WHATSAPP,12809.97,INR,CARD,ICICI,VISA,True,man_652700,2026-01-04 00:42:53,0,6,4,True,3DS_TIMEOUT,Customer failed to complete 3DS OTP authentication in time,AUTH_FAILED_3DS,2,UPI_INTENT_SWITCH,0,0.78,1,0
txn_107527,order_207527,merch_saas_metrics,SaaS_B2B,cust_53268,NEW,4777.48,WHATSAPP,34397.5,INR,UPI,SBI,NONE,False,,2026-01-04 00:48:02,0,6,4,True,3DS_TIMEOUT,Customer failed to complete 3DS OTP authentication in time,AUTH_FAILED_3DS,0,WHATSAPP_PAY_LINK,0,0.78,0,0
txn_100664,order_200664,merch_saas_metrics,SaaS_B2B,cust_50674,REGULAR,19033.87,WHATSAPP,7640.37,INR,EMANDATE_CARD,ICICI,VISA,True,man_717340,2026-01-04 01:14:47,1,6,4,True,OTP_INCORRECT,Customer entered invalid OTP multiple times,AUTH_FAILED_3DS,0,WHATSAPP_PAY_LINK,0,0.78,0,0
txn_105544,order_205544,merch_urban_threads,D2C_Ecommerce,cust_52486,REGULAR,16407.55,WHATSAPP,4993.72,INR,UPI,HDFC,NONE,False,,2026-01-04 01:20:01,1,6,4,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,0
txn_103386,order_203386,merch_urban_threads,D2C_Ecommerce,cust_51933,VIP,50197.38,WHATSAPP,3300.17,INR,CARD,AXIS,VISA,False,,2026-01-04 01:20:22,1,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,2,SMART_RETRY_DELAYED,2,0.83,1,0
txn_109774,order_209774,merch_learn_hub,EdTech_Subscription,cust_51088,REGULAR,48107.56,SMS,10419.51,INR,EMANDATE_CARD,ICICI,VISA,True,man_841990,2026-01-04 01:21:36,1,6,4,True,MANDATE_INVALID,Card token on recurring mandate expired,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,0,0
txn_104425,order_204425,merch_urban_threads,D2C_Ecommerce,cust_53406,REGULAR,23357.09,EMAIL,2272.51,INR,UPI,KOTAK,NONE,False,,2026-01-04 01:28:25,1,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,0
txn_105962,order_205962,merch_saas_metrics,SaaS_B2B,cust_50482,REGULAR,7918.41,WHATSAPP,28354.84,INR,CARD,HDFC,VISA,True,man_111338,2026-01-04 01:31:52,1,6,4,True,MANDATE_INVALID,Card token on recurring mandate expired,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_103048,order_203048,merch_enterprise_erp,B2B_Invoicing,cust_50205,NEW,2000.75,SMS,82356.45,INR,CARD,SBI,AMEX,True,man_819082,2026-01-04 01:38:33,1,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,1,0
txn_105865,order_205865,merch_learn_hub,EdTech_Subscription,cust_50864,REGULAR,36089.78,WHATSAPP,11170.99,INR,CARD,AXIS,VISA,True,man_287721,2026-01-04 01:44:01,1,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,1,0
txn_107329,order_207329,merch_enterprise_erp,B2B_Invoicing,cust_50013,VIP,284874.74,WHATSAPP,116511.17,INR,NETBANKING,ICICI,NONE,False,,2026-01-04 01:44:41,1,6,4,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,0
txn_100538,order_200538,merch_saas_metrics,SaaS_B2B,cust_52454,REGULAR,25717.38,WHATSAPP,35026.65,INR,CARD,SBI,VISA,True,man_388441,2026-01-04 01:56:15,1,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,1,0
txn_105510,order_205510,merch_saas_metrics,SaaS_B2B,cust_53329,NEW,4494.15,WHATSAPP,23078.71,INR,UPI,HDFC,NONE,True,man_766782,2026-01-04 01:57:37,1,6,4,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,0
txn_108411,order_208411,merch_enterprise_erp,B2B_Invoicing,cust_50342,VIP,94920.78,WHATSAPP,42307.51,INR,CARD,AXIS,RUPAY,False,,2026-01-04 01:58:43,1,6,4,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,1,SMART_RETRY_DELAYED,2,0.83,1,0
txn_104805,order_204805,merch_enterprise_erp,B2B_Invoicing,cust_53343,REGULAR,32864.36,WHATSAPP,108641.36,INR,NETBANKING,SBI,NONE,True,man_733912,2026-01-04 02:00:00,2,6,4,True,BALANCE_LOW,Pre-debit balance check failed,INSUFFICIENT_FUNDS,0,WHATSAPP_PAY_LINK,48,0.65,0,0
txn_108056,order_208056,merch_saas_metrics,SaaS_B2B,cust_50045,REGULAR,10106.31,WHATSAPP,13152.38,INR,EMANDATE_CARD,SBI,RUPAY,True,man_903974,2026-01-04 02:01:41,2,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,0,0
txn_103005,order_203005,merch_saas_metrics,SaaS_B2B,cust_53385,NEW,737.03,EMAIL,34965.53,INR,CARD,AXIS,VISA,True,man_923583,2026-01-04 02:02:08,2,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,1,1
txn_107322,order_207322,merch_enterprise_erp,B2B_Invoicing,cust_50933,REGULAR,27568.31,WHATSAPP,67277.32,INR,NETBANKING,AXIS,NONE,True,man_183086,2026-01-04 02:05:56,2,6,4,True,MANDATE_INVALID,Card token on recurring mandate expired,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_106478,order_206478,merch_saas_metrics,SaaS_B2B,cust_52238,REGULAR,30416.86,WHATSAPP,10020.9,INR,CARD,HDFC,RUPAY,True,man_835915,2026-01-04 02:09:09,2,6,4,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,0
txn_105393,order_205393,merch_saas_metrics,SaaS_B2B,cust_52817,REGULAR,16902.18,WHATSAPP,25385.54,INR,CARD,ICICI,VISA,True,man_326614,2026-01-04 02:15:07,2,6,4,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,1,SMART_RETRY_DELAYED,2,0.93,1,0
txn_103213,order_203213,merch_stream_now,OTT_Media,cust_52455,REGULAR,38807.29,SMS,279.32,INR,CARD,KOTAK,MASTERCARD,True,man_768993,2026-01-04 02:20:05,2,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,1,SMART_RETRY_DELAYED,2,0.93,1,0
txn_104369,order_204369,merch_learn_hub,EdTech_Subscription,cust_51721,AT_RISK,6015.07,WHATSAPP,12757.01,INR,EMANDATE_CARD,HDFC,RUPAY,True,man_956437,2026-01-04 02:37:29,2,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,0
txn_106834,order_206834,merch_urban_threads,D2C_Ecommerce,cust_50784,NEW,2846.52,WHATSAPP,1438.15,INR,UPI,HDFC,NONE,False,,2026-01-04 02:39:06,2,6,4,True,51,Insufficient funds in customer account / credit limit exhausted,INSUFFICIENT_FUNDS,2,WHATSAPP_PAY_LINK,48,0.65,0,0
txn_105260,order_205260,merch_learn_hub,EdTech_Subscription,cust_50200,REGULAR,11864.26,WHATSAPP,6642.06,INR,EMANDATE_UPI,ICICI,NONE,True,man_653753,2026-01-04 02:39:26,2,6,4,True,BALANCE_LOW,Pre-debit balance check failed,INSUFFICIENT_FUNDS,0,WHATSAPP_PAY_LINK,48,0.65,1,0
txn_106381,order_206381,merch_stream_now,OTT_Media,cust_53193,REGULAR,21926.63,EMAIL,499.53,INR,EMANDATE_UPI,YESB,NONE,True,man_391490,2026-01-04 02:41:46,2,6,4,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,0,0
txn_103908,order_203908,merch_urban_threads,D2C_Ecommerce,cust_50167,NEW,1280.18,SMS,3102.52,INR,UPI,ICICI,NONE,False,,2026-01-04 02:42:24,2,6,4,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,0
txn_104718,order_204718,merch_learn_hub,EdTech_Subscription,cust_50467,REGULAR,37669.1,EMAIL,4517.38,INR,UPI,ICICI,NONE,True,man_844396,2026-01-04 03:01:27,3,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,1,SMART_RETRY_DELAYED,1,0.93,1,0
txn_109925,order_209925,merch_enterprise_erp,B2B_Invoicing,cust_51213,VIP,243808.63,WHATSAPP,66286.5,INR,CARD,ICICI,MASTERCARD,False,,2026-01-04 03:10:15,3,6,4,True,U66,UPI transaction declined due to insufficient balance,INSUFFICIENT_FUNDS,0,WHATSAPP_PAY_LINK,48,0.75,0,0
txn_108540,order_208540,merch_urban_threads,D2C_Ecommerce,cust_50283,REGULAR,14908.24,EMAIL,4414.51,INR,UPI,YESB,NONE,False,,2026-01-04 03:30:04,3,6,4,True,OTP_INCORRECT,Customer entered invalid OTP multiple times,AUTH_FAILED_3DS,0,WHATSAPP_PAY_LINK,0,0.78,0,0
txn_108460,order_208460,merch_enterprise_erp,B2B_Invoicing,cust_51426,REGULAR,16955.85,WHATSAPP,87210.53,INR,CARD,AXIS,VISA,False,,2026-01-04 03:32:02,3,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.83,0,0
txn_107659,order_207659,merch_enterprise_erp,B2B_Invoicing,cust_52735,REGULAR,34775.38,WHATSAPP,102640.73,INR,EMANDATE_CARD,ICICI,VISA,True,man_363114,2026-01-04 03:40:45,3,6,4,True,3DS_TIMEOUT,Customer failed to complete 3DS OTP authentication in time,AUTH_FAILED_3DS,1,WHATSAPP_PAY_LINK,0,0.78,1,0
txn_109070,order_209070,merch_saas_metrics,SaaS_B2B,cust_50762,REGULAR,16892.43,WHATSAPP,27771.0,INR,UPI,SBI,NONE,True,man_560241,2026-01-04 03:47:45,3,6,4,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.83,1,0
txn_105873,order_205873,merch_enterprise_erp,B2B_Invoicing,cust_52522,REGULAR,15215.06,SMS,74060.0,INR,NETBANKING,SBI,NONE,False,,2026-01-04 03:55:56,3,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.83,1,0
txn_107370,order_207370,merch_learn_hub,EdTech_Subscription,cust_52932,REGULAR,9674.32,WHATSAPP,8401.37,INR,CARD,HDFC,VISA,False,,2026-01-04 03:56:39,3,6,4,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,2,SMART_RETRY_DELAYED,1,0.93,0,0
txn_102383,order_202383,merch_saas_metrics,SaaS_B2B,cust_52293,NEW,1732.62,EMAIL,21857.74,INR,EMANDATE_UPI,SBI,NONE,True,man_593324,2026-01-04 03:57:01,3,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.83,0,0
txn_107403,order_207403,merch_urban_threads,D2C_Ecommerce,cust_50716,NEW,2825.14,WHATSAPP,2877.95,INR,UPI,ICICI,NONE,False,,2026-01-04 03:59:24,3,6,4,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.93,1,0
txn_101154,order_201154,merch_urban_threads,D2C_Ecommerce,cust_51532,REGULAR,17810.36,WHATSAPP,2766.68,INR,NETBANKING,ICICI,NONE,False,,2026-01-04 04:04:06,4,6,4,True,USER_DROPPED,Customer aborted 3DS authentication window,AUTH_FAILED_3DS,0,WHATSAPP_PAY_LINK,0,0.78,0,0
txn_100045,order_200045,merch_saas_metrics,SaaS_B2B,cust_51862,REGULAR,10232.32,WHATSAPP,15168.52,INR,EMANDATE_CARD,ICICI,VISA,True,man_662511,2026-01-04 04:10:20,4,6,4,True,MANDATE_LIMIT,Recurring debit amount exceeds mandate threshold,MANDATE_EXPIRED,1,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_103377,order_203377,merch_urban_threads,D2C_Ecommerce,cust_50082,NEW,2101.88,WHATSAPP,2658.8,INR,UPI,HDFC,NONE,False,,2026-01-04 04:14:38,4,6,4,True,OTP_INCORRECT,Customer entered invalid OTP multiple times,AUTH_FAILED_3DS,0,WHATSAPP_PAY_LINK,0,0.78,1,0
txn_105923,order_205923,merch_saas_metrics,SaaS_B2B,cust_50500,VIP,115426.42,WHATSAPP,30003.06,INR,CARD,SBI,RUPAY,True,man_599835,2026-01-04 04:26:59,4,6,4,True,61,Transaction amount exceeds online e-commerce card daily limit,CARD_LIMIT_EXCEEDED,0,UPI_INTENT_SWITCH,0,0.8,1,0
txn_100638,order_200638,merch_saas_metrics,SaaS_B2B,cust_51682,REGULAR,41326.77,WHATSAPP,28720.6,INR,NETBANKING,HDFC,NONE,True,man_672257,2026-01-04 04:40:51,4,6,4,True,U30,e-Mandate registration expired or revoked by customer,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_104097,order_204097,merch_urban_threads,D2C_Ecommerce,cust_50640,VIP,248628.89,WHATSAPP,4777.78,INR,UPI,KOTAK,NONE,False,,2026-01-04 04:41:18,4,6,4,True,TXN_LIMIT_EXCEEDED,Exceeded per-transaction banking limit,CARD_LIMIT_EXCEEDED,2,UPI_INTENT_SWITCH,0,0.8,1,0
txn_102971,order_202971,merch_learn_hub,EdTech_Subscription,cust_53225,NEW,675.38,SMS,12226.25,INR,EMANDATE_CARD,SBI,MASTERCARD,True,man_269394,2026-01-04 04:42:05,4,6,4,True,3DS_TIMEOUT,Customer failed to complete 3DS OTP authentication in time,AUTH_FAILED_3DS,0,WHATSAPP_PAY_LINK,0,0.78,1,0
txn_100587,order_200587,merch_urban_threads,D2C_Ecommerce,cust_51510,AT_RISK,3252.04,WHATSAPP,1312.46,INR,NETBANKING,AXIS,NONE,False,,2026-01-04 04:42:57,4,6,4,True,U66,UPI transaction declined due to insufficient balance,INSUFFICIENT_FUNDS,0,WHATSAPP_PAY_LINK,48,0.65,1,0
txn_102425,order_202425,merch_learn_hub,EdTech_Subscription,cust_50474,AT_RISK,11973.08,SMS,10564.87,INR,EMANDATE_CARD,YESB,RUPAY,True,man_943143,2026-01-04 04:49:01,4,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,1,SMART_RETRY_DELAYED,1,0.83,1,0
txn_104792,order_204792,merch_enterprise_erp,B2B_Invoicing,cust_50889,REGULAR,26952.54,WHATSAPP,101275.08,INR,CARD,ICICI,VISA,False,,2026-01-04 04:55:32,4,6,4,True,61,Transaction amount exceeds online e-commerce card daily limit,CARD_LIMIT_EXCEEDED,0,MANUAL_ESCALATION,0,0.7,0,0
txn_105826,order_205826,merch_stream_now,OTT_Media,cust_50275,REGULAR,48609.62,WHATSAPP,460.23,INR,EMANDATE_UPI,HDFC,NONE,True,man_353656,2026-01-04 04:57:51,4,6,4,True,MANDATE_INVALID,Card token on recurring mandate expired,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_105848,order_205848,merch_learn_hub,EdTech_Subscription,cust_50481,NEW,3146.91,EMAIL,1137.31,INR,CARD,AXIS,MASTERCARD,True,man_578416,2026-01-04 05:12:06,5,6,4,True,OTP_INCORRECT,Customer entered invalid OTP multiple times,AUTH_FAILED_3DS,0,UPI_INTENT_SWITCH,0,0.78,1,0
txn_107164,order_207164,merch_urban_threads,D2C_Ecommerce,cust_50108,REGULAR,9550.52,SMS,3300.03,INR,UPI,SBI,NONE,False,,2026-01-04 05:15:24,5,6,4,True,OTP_INCORRECT,Customer entered invalid OTP multiple times,AUTH_FAILED_3DS,0,WHATSAPP_PAY_LINK,0,0.78,1,0
txn_105405,order_205405,merch_enterprise_erp,B2B_Invoicing,cust_50022,VIP,271803.19,WHATSAPP,59436.49,INR,NETBANKING,HDFC,NONE,False,,2026-01-04 05:15:44,5,6,4,True,3DS_TIMEOUT,Customer failed to complete 3DS OTP authentication in time,AUTH_FAILED_3DS,1,WHATSAPP_PAY_LINK,0,0.88,1,0
txn_101978,order_201978,merch_enterprise_erp,B2B_Invoicing,cust_52750,VIP,183257.64,EMAIL,50985.78,INR,NETBANKING,YESB,NONE,True,man_562451,2026-01-04 05:28:13,5,6,4,True,MANDATE_LIMIT,Recurring debit amount exceeds mandate threshold,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.82,1,0
txn_108958,order_208958,merch_enterprise_erp,B2B_Invoicing,cust_51067,REGULAR,47322.68,WHATSAPP,40587.06,INR,UPI,HDFC,NONE,True,man_858818,2026-01-04 05:35:46,5,6,4,True,61,Transaction amount exceeds online e-commerce card daily limit,CARD_LIMIT_EXCEEDED,1,UPI_INTENT_SWITCH,0,0.7,1,0
txn_101272,order_201272,merch_enterprise_erp,B2B_Invoicing,cust_52409,NEW,2470.0,WHATSAPP,67593.39,INR,CARD,HDFC,VISA,False,,2026-01-04 05:36:54,5,6,4,True,USER_DROPPED,Customer aborted 3DS authentication window,AUTH_FAILED_3DS,0,UPI_INTENT_SWITCH,0,0.78,1,0
txn_101198,order_201198,merch_learn_hub,EdTech_Subscription,cust_53275,REGULAR,18564.12,WHATSAPP,3830.01,INR,CARD,ICICI,VISA,False,,2026-01-04 05:38:11,5,6,4,True,3DS_TIMEOUT,Customer failed to complete 3DS OTP authentication in time,AUTH_FAILED_3DS,0,UPI_INTENT_SWITCH,0,0.78,0,0
txn_104984,order_204984,merch_urban_threads,D2C_Ecommerce,cust_52387,REGULAR,47950.15,EMAIL,3475.03,INR,NETBANKING,HDFC,NONE,False,,2026-01-04 05:38:21,5,6,4,True,OTP_INCORRECT,Customer entered invalid OTP multiple times,AUTH_FAILED_3DS,0,WHATSAPP_PAY_LINK,0,0.78,1,0
txn_106905,order_206905,merch_learn_hub,EdTech_Subscription,cust_51362,AT_RISK,4342.52,WHATSAPP,14096.92,INR,UPI,ICICI,NONE,False,,2026-01-04 05:42:35,5,6,4,True,51,Insufficient funds in customer account / credit limit exhausted,INSUFFICIENT_FUNDS,0,WHATSAPP_PAY_LINK,48,0.65,1,0
txn_108707,order_208707,merch_enterprise_erp,B2B_Invoicing,cust_50913,NEW,637.09,WHATSAPP,67989.58,INR,CARD,HDFC,MASTERCARD,False,,2026-01-04 05:50:20,5,6,4,True,61,Transaction amount exceeds online e-commerce card daily limit,CARD_LIMIT_EXCEEDED,0,MANUAL_ESCALATION,0,0.7,1,0
txn_107031,order_207031,merch_saas_metrics,SaaS_B2B,cust_50218,REGULAR,23393.04,SMS,34151.95,INR,EMANDATE_CARD,HDFC,VISA,True,man_203941,2026-01-04 06:00:46,6,6,4,True,MANDATE_INVALID,Card token on recurring mandate expired,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,0,0
txn_105834,order_205834,merch_learn_hub,EdTech_Subscription,cust_50216,REGULAR,30183.81,EMAIL,5460.85,INR,CARD,SBI,MASTERCARD,False,,2026-01-04 06:14:04,6,6,4,True,OTP_INCORRECT,Customer entered invalid OTP multiple times,AUTH_FAILED_3DS,1,UPI_INTENT_SWITCH,0,0.78,1,0
txn_106007,order_206007,merch_learn_hub,EdTech_Subscription,cust_52482,REGULAR,45205.66,WHATSAPP,2630.65,INR,CARD,HDFC,VISA,False,,2026-01-04 06:37:08,6,6,4,True,OTP_INCORRECT,Customer entered invalid OTP multiple times,AUTH_FAILED_3DS,0,UPI_INTENT_SWITCH,0,0.78,1,0
txn_101547,order_201547,merch_stream_now,OTT_Media,cust_52003,NEW,3546.83,WHATSAPP,442.72,INR,UPI,KOTAK,NONE,True,man_674468,2026-01-04 06:58:30,6,6,4,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.93,1,0
txn_101340,order_201340,merch_learn_hub,EdTech_Subscription,cust_51093,REGULAR,22900.7,SMS,10881.69,INR,UPI,HDFC,NONE,True,man_305096,2026-01-04 07:11:28,7,6,4,True,MANDATE_INVALID,Card token on recurring mandate expired,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_105677,order_205677,merch_urban_threads,D2C_Ecommerce,cust_52330,REGULAR,44810.37,WHATSAPP,2916.64,INR,CARD,SBI,VISA,False,,2026-01-04 07:22:38,7,6,4,True,NET_DROP,Transient network drop between client browser and gateway,NETWORK_ERROR,0,SMART_RETRY_IMMEDIATE,0,0.85,1,1
txn_104526,order_204526,merch_stream_now,OTT_Media,cust_50758,REGULAR,9561.78,WHATSAPP,427.86,INR,UPI,ICICI,NONE,True,man_603367,2026-01-04 07:39:38,7,6,4,True,MANDATE_LIMIT,Recurring debit amount exceeds mandate threshold,MANDATE_EXPIRED,1,WHATSAPP_PAY_LINK,0,0.72,0,0
txn_109798,order_209798,merch_saas_metrics,SaaS_B2B,cust_52946,REGULAR,44186.47,WHATSAPP,31461.79,INR,CARD,HDFC,VISA,True,man_945261,2026-01-04 07:50:45,7,6,4,True,MANDATE_LIMIT,Recurring debit amount exceeds mandate threshold,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,0,0
txn_100767,order_200767,merch_stream_now,OTT_Media,cust_50528,REGULAR,45229.54,WHATSAPP,1180.54,INR,EMANDATE_UPI,ICICI,NONE,True,man_992994,2026-01-04 07:55:30,7,6,4,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.93,1,0
txn_106286,order_206286,merch_saas_metrics,SaaS_B2B,cust_52969,NEW,3357.11,WHATSAPP,36014.91,INR,CARD,HDFC,VISA,False,,2026-01-04 08:10:15,8,6,4,True,TXN_LIMIT_EXCEEDED,Exceeded per-transaction banking limit,CARD_LIMIT_EXCEEDED,2,UPI_INTENT_SWITCH,0,0.7,1,0
txn_101867,order_201867,merch_saas_metrics,SaaS_B2B,cust_52586,REGULAR,24557.34,SMS,37198.8,INR,EMANDATE_CARD,ICICI,MASTERCARD,True,man_264847,2026-01-04 08:10:58,8,6,4,True,TXN_LIMIT_EXCEEDED,Exceeded per-transaction banking limit,CARD_LIMIT_EXCEEDED,0,UPI_INTENT_SWITCH,0,0.7,1,0
txn_102769,order_202769,merch_urban_threads,D2C_Ecommerce,cust_53016,REGULAR,24275.43,SMS,3038.54,INR,UPI,ICICI,NONE,False,,2026-01-04 08:11:56,8,6,4,True,61,Transaction amount exceeds online e-commerce card daily limit,CARD_LIMIT_EXCEEDED,0,UPI_INTENT_SWITCH,0,0.7,1,0
txn_105167,order_205167,merch_saas_metrics,SaaS_B2B,cust_52996,NEW,1740.59,WHATSAPP,16880.82,INR,CARD,SBI,VISA,True,man_847484,2026-01-04 08:20:01,8,6,4,True,OTP_INCORRECT,Customer entered invalid OTP multiple times,AUTH_FAILED_3DS,1,UPI_INTENT_SWITCH,0,0.78,1,0
txn_108627,order_208627,merch_stream_now,OTT_Media,cust_51439,REGULAR,24356.42,WHATSAPP,526.29,INR,CARD,SBI,MASTERCARD,True,man_297301,2026-01-04 08:41:33,8,6,4,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.83,1,0
txn_102411,order_202411,merch_urban_threads,D2C_Ecommerce,cust_53099,AT_RISK,4225.91,WHATSAPP,3433.07,INR,CARD,SBI,MASTERCARD,False,,2026-01-04 08:50:11,8,6,4,True,U66,UPI transaction declined due to insufficient balance,INSUFFICIENT_FUNDS,2,WHATSAPP_PAY_LINK,48,0.65,1,0
txn_108462,order_208462,merch_saas_metrics,SaaS_B2B,cust_51484,REGULAR,14543.66,EMAIL,32990.45,INR,EMANDATE_UPI,HDFC,NONE,True,man_455230,2026-01-04 08:54:19,8,6,4,True,MANDATE_LIMIT,Recurring debit amount exceeds mandate threshold,MANDATE_EXPIRED,1,WHATSAPP_PAY_LINK,0,0.72,0,0
txn_109629,order_209629,merch_saas_metrics,SaaS_B2B,cust_53367,REGULAR,24911.19,WHATSAPP,26215.33,INR,CARD,AXIS,VISA,True,man_983124,2026-01-04 09:08:58,9,6,4,True,MANDATE_INVALID,Card token on recurring mandate expired,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_105888,order_205888,merch_stream_now,OTT_Media,cust_52590,REGULAR,44948.91,SMS,774.76,INR,EMANDATE_UPI,HDFC,NONE,True,man_310497,2026-01-04 09:24:35,9,6,4,True,U30,e-Mandate registration expired or revoked by customer,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,0,0
txn_109694,order_209694,merch_stream_now,OTT_Media,cust_53458,AT_RISK,9743.82,WHATSAPP,894.13,INR,UPI,ICICI,NONE,True,man_804052,2026-01-04 09:26:55,9,6,4,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,2,SMART_RETRY_DELAYED,1,0.93,1,0
txn_108236,order_208236,merch_stream_now,OTT_Media,cust_50643,AT_RISK,9966.66,SMS,1089.14,INR,EMANDATE_UPI,HDFC,NONE,True,man_580059,2026-01-04 09:29:23,9,6,4,True,U66,UPI transaction declined due to insufficient balance,INSUFFICIENT_FUNDS,0,WHATSAPP_PAY_LINK,48,0.65,1,0
txn_108256,order_208256,merch_saas_metrics,SaaS_B2B,cust_50067,VIP,139872.79,WHATSAPP,31933.21,INR,EMANDATE_CARD,ICICI,VISA,True,man_273787,2026-01-04 09:34:33,9,6,4,True,TXN_LIMIT_EXCEEDED,Exceeded per-transaction banking limit,CARD_LIMIT_EXCEEDED,0,UPI_INTENT_SWITCH,0,0.8,1,0
